Id,Name,Date,Rating,Popularity,Length,Tags
819,Tottemo Pheromone,2001-07-06,6.00,2.37,Short,"['ADV', 'Multiple Endings', 'Cafe', 'Male Protagonist', 'Modern Day Japan', 'Waitress Heroine', 'Adult Heroine', 'Alternate Dimensions', 'Apartment Building', 'Branching Plot', 'Charming Protagonist', 'Coodere Heroine', 'Cousin Support Character', 'Co-worker Heroine', 'Heroine from a Different World', 'Hero(ine) Selection', 'Heroine with a Braid', 'Heroine with Ahoge', 'Heroine with Intake Hairstyle', 'Music Recollection', 'Naked Sprites', 'Protagonist with a Face', 'Bad Ending(s)']"
820,Kurano-kunchi no Futago Jijou,2012-11-30,7.03,2.37,Medium,"['Brother/Sister Romance', 'Ordered Choices', ""Protagonist's Full Sister as a Heroine"", ""Protagonist's Older Sister as a Heroine"", ""Protagonist's Younger Sister as a Heroine"", 'Slice of Life Comedy', ""Only Protagonist's Sisters as Heroine(s)"", 'Cafe', 'Family', 'ADV', 'Multiple Endings', ""Protagonist's Twin as a Heroine"", 'Twin Sisters as Heroines', 'Male Protagonist', 'Only Virgin Heroines', 'Under the Same Roof', 'Brocon Heroine', 'Shy Heroine', 'Harem Ending with Theme', 'Branching Plot', 'Ejaculation Forewarner', 'Side Portraits', 'Naked Sprites', 'Protagonist with a Face', ""Super Deformed CG's"", 'Other Perspectives', ""Narrating Others' Thoughts"", 'Unlockable Harem Ending']"
821,STEINS;GATE: Hen'i Kuukan no Octet,2011-10-28,6.47,2.37,Short,"['Chuunibyou Protagonist', 'ADV', 'Comedy', 'Interactive Adventure Game', 'Male Protagonist', 'Modern Day Tokyo', 'No Sexual Content', 'Proactive Protagonist', 'Linear Plot', 'Hard Science Fiction', 'Text Parser', 'Breaking the Fourth Wall', 'Airhead Heroine', 'Bad Ending(s)', 'Child Support Character', 'Chuunibyou Heroine', 'Father Support Character', 'Genius Heroine', 'Group of Friends', 'Kinetic Novel', 'Modern Day Akihabara', 'Nekomimi Heroine', 'Pixel Art']"
822,Sex Friend Osananajimi ~Shojo to Doutei wa Hazukashii tte Minna ga Iu kara~,2019-06-01,7.04,2.36,Medium,"['Only a Single Heroine', 'ADV', 'Heroine with Beauty Mark', 'Heroine with Big Breasts', 'Heroine with Glasses', 'Heroine with Huge Breasts', 'High School Student Heroine', 'Kissing Scene', 'Multiple Endings', 'One True End', 'Passage of Time', 'Perverted Heroine', 'Protagonist as the Only Male', ""Protagonist's Childhood Friend as a Heroine"", 'Pig Cosplay', 'Heroine with Latex']"
823,Sarute,2020-01-31,6.72,2.36,Short,"['Actor/Actress Protagonist', 'ADV', 'Afterlife', 'Bad Ending(s)', 'Chosen Choices Marking', 'Dark Fantasy', 'Female Protagonist', 'Jump to Next Choice', 'Jump to Prior Choices', 'Music Recollection', 'Nun Heroine', 'One True End', 'Princess Protagonist', 'Protagonist with Voice Acting', 'Read Text Marking', 'Theater', 'Western-style Castle', 'Confinement', 'Multiple Endings', 'Panic Button', 'Protagonist with Sexual Experience', 'Mystery', 'Backlog Jump', 'Correct Choice Indicator', 'Few Choices', 'Heroine with Big Breasts', 'Medieval Fantasy', 'Orphan Heroine', 'Third-person Narrative', 'Torture']"
824,Pure Girl,2012-09-28,7.02,2.36,Medium,"[""Protagonist's Full Sister as a Heroine"", ""Protagonist's Younger Sister as a Heroine"", 'Bleep Censor', ""Protagonist's Senpai as a Heroine"", 'High School', 'No Common Sense Heroine', 'ADV', 'Brother/Sister Romance', 'Comedy', ""Protagonist's Kouhai as a Heroine"", 'Unlockable Harem Ending', 'Airhead Heroine', 'Student Protagonist', ""Super Deformed CG's"", 'Deredere Heroine', 'Male Protagonist', 'Naked Sprites', 'Nympho Heroine', 'Student Heroine', 'Under the Same Roof', 'Branching Plot', 'Multiple Endings', ""Narrating Others' Thoughts"", 'Side Portraits', 'Other Perspectives', 'Unlockable Side Stories']"
825,NinNinDays,2019-08-08,6.39,2.35,Short,"['Adult Protagonist', 'Highly Animated Sprites', 'Kunoichi Heroine', 'Male Protagonist', 'No Common Sense Heroine', 'No ""Keep Voice on Click"" Option', 'Part-time Job', 'Romance', 'Slice of Life', 'Under the Same Roof', 'ADV', 'Airhead Heroine', 'Apartment Building', 'Backlog Jump', 'Bad Ending(s)', 'Domicile', 'Energetic Heroine', 'Heroine with Big Breasts', 'Linear Plot', 'Lip Sync', 'Modern Day Tokyo', 'Multiple Endings', 'Nameable Protagonist', 'Only a Single Heroine', 'Few Choices']"
826,"Itsu made mo Boku dake no Mama no Mama de ite! ~Aa, Ii yo Mama! Motto Motto Shaburasete!! Delivery Mama ga Strike Zone Sugite Boku no Kokan wa Mou Genkai!!!~",2017-02-24,7.17,2.35,Medium,"['Heroine with Sexual Experience', 'High Amount of Special Effects', 'Highly Animated Sprites', 'Incest Romance', 'Only Adult Heroines', 'Only Older Heroines', 'Married Heroine', 'Male Protagonist', 'Impregnation', 'Infidelity', 'Kissing Scene', ""Protagonist's Non-blood-related Mother as a Heroine"", 'ADV', 'Divorcee Heroine', 'Heroine with Big Breasts', 'Heroine with Crotchless Clothing', 'Lip Sync', 'Marriage Ending', 'More Than Seven Endings', 'Multiple Endings', 'Naked Heroine with Apron', 'Nameable Protagonist', 'Only Non-Virgin Heroines']"
827,Yome Sagashi ga Hakadorisugite Yabai.,2015-11-27,7.34,2.34,Medium,"['Childhood Promise', 'Deities', 'Non-twin Heroine Sisters', 'Only Virgin Heroines', 'School Life Comedy', 'Brother/Sister Romance', ""Protagonist's Full Sister as a Heroine"", ""Protagonist's Younger Sister as a Heroine"", 'Divine Heroine', 'Divine Protagonist', ""Protagonist's Childhood Friend as a Heroine"", 'Reunion', 'Unlockable Hero(ine)', 'Superpowers', 'Transfer Student Protagonist', 'Unlockable Harem Ending', 'Enforced Playing Order', 'Unlockable Choices', 'Under the Same Roof', 'ADV', 'Ejaculation Forewarner', 'Backlog Jump', 'Read Text Marking', 'Branching Plot', 'Other Perspectives', 'Protagonist with a Face', 'Naked Sprites', 'Jump to Next Choice', 'Jump to Prior Choices', 'Music Recollection']"
828,Ar Tonelico III ~Sekai Shuuen no Hikigane wa Shoujo no Uta ga Hiku~,2010-01-28,7.01,2.34,Very long,"['Apocalypse', 'Changeable Clothes', 'Deredere Heroine', 'Heroine with Multiple Personalities', 'Identity Crisis', 'Map Movement', 'Sexual Innuendo', 'Magic/ESP Combat', 'Multiple Songs', 'Future Setting in a Fictional World', 'Personal Armed Combat', 'Realtime 3D', 'RPG', 'Male Protagonist', 'Musical Themes', 'Romance', 'Achievements', 'Airhead Heroine', 'Alchemy', 'Built-in Encyclopedia', 'Combat Capable Friends', 'Coodere Heroine', 'Difficulty Settings', 'Multiple Endings', 'One True End', 'No Sexual Content', 'ADV']"
829,Oppai Café ~Oyako de Cos Chichi~,2017-04-28,5.94,2.33,Short,"['Braless Heroine', 'Brocon Heroine', 'Only Blood-related Heroines', 'Male Protagonist', 'Heroine with Huge Breasts', 'Cafe', 'No Opening Movie', ""Protagonist's Full Sister as a Heroine"", ""Protagonist's Younger Sister as a Heroine"", 'Under the Same Roof', 'Unavoidable Harem Ending', ""Protagonist's Blood-related Mother as a Heroine"", 'Co-worker Heroine', 'Heroine with Inverted Nipples', 'Modern Day Japan', 'Oyakodon Ending', 'Cow Cosplay', 'Family', 'ADV', 'No Auto Function', 'Unoriginal Graphics', 'Unoriginal Soundtrack', 'Threesome Ending', 'Naked Sprites', 'Few Choices', 'Harem Ending', 'In Medias Res', 'Multiple Endings']"
830,Hanahira!,2010-09-25,5.49,2.33,Short,"['All-girls School', 'Colored Texts', 'Female Protagonist', 'Lesbian Heroine', 'Lesbian Protagonist', 'No Opening Movie', 'Slice of Life', 'Slice of Life Comedy', 'Girl x Girl Romance Only', 'Protagonist with Voice Acting', 'No Sexual Content', 'Tsundere Protagonist', 'ADV', 'Colored Name-tags', 'Linear Plot', 'Protagonist with a Face', 'Protagonist with a Sprite', 'School Life Comedy', 'Girl x Girl Romance', 'Loli Support Character', 'Airhead Heroine', 'Gamer Heroine', 'Heroine with Intake Hairstyle', 'Meaningless Choices', 'Only Good Endings', 'Pettanko Protagonist', 'Multiple Endings']"
831,Natsuyume Nagisa,2009-07-31,7.40,2.32,Long,"['Student Protagonist', 'Amnesia', 'Heroine with Heterochromia', 'Mystery', 'Only Virgin Heroines', 'Proactive Protagonist', 'Romance', 'ADV', 'Bokukko Heroine', 'Branching Plot', 'Breaking the Fourth Wall', 'Cats', 'Deredere Heroine', 'Drama', 'High School Student Heroine', 'Island', 'Maid Support Character', 'Map Movement']"
832,Sei Shoujo ~Seido Ikusei Gakuen~,2013-07-26,7.14,2.32,Medium,"['ADV', 'High School Student Heroine', 'Prostitute Heroine', 'Villainous Protagonist', 'Adult Protagonist', 'Prostitution', 'High School', 'Teacher Protagonist', 'Pimp/Madam Protagonist', 'Sprite Viewer', 'Male Protagonist', 'Classic Tsundere Heroine', 'Colored Texts', 'Floating Textbox', 'Heroine with Sexual Experience', 'Married Heroine', 'Multiple Endings', 'Naked Sprites', 'Ojousama Heroine', 'School Sports Club Member Heroine', 'Teacher Heroine', 'Voiced Thoughts', 'Protagonist with a Face']"
833,(P)lanets - the life of normalcy has ended!,2011-09-06,6.61,2.31,Short,"['Magic School', 'Multiple Endings', 'Otome Game', 'Tsundere Hero', 'Female Protagonist', 'No Sexual Content', 'Blind Choices', 'Protagonist with a Face', 'Student Protagonist', 'Student Hero', 'Cheerful Hero', 'Comical Hero', 'High School', 'ADV', 'ESP', 'Boarding School', 'Branching Plot', 'Brief Branches Only', 'Drama', 'Friendship', 'High School Student Hero', 'High School Student Protagonist', 'Illness', 'Side Portraits', 'Map Movement', 'Bad Endings with Story', 'Date Display', 'Nameable Pet(s)', 'Unlockable Epilogue', 'Unlockable Event']"
834,Grisaia: Phantom Trigger Vol. 6,2019-04-26,7.36,2.31,Short,"['Assassin Protagonist', 'Episodic Story', 'Kinetic Novel', 'Male Protagonist', 'No Sexual Content', 'ADV', 'Combat with Firearms', 'Flashback', 'High School Student Heroine', 'Sword Wielding Protagonist']"
835,Golden Marriage,2014-05-30,7.09,2.31,Medium,"['Romance', 'Ojousama Heroine', 'Multiple Endings', 'ADV', 'Bonus Episodes', 'Brocon Heroine', 'Deredere Heroine', 'Episodic Story', 'Female Protagonist for a Short Time', 'High School', 'High School Student Heroine', 'Imouto-type Heroine', 'Long Common Route', 'Male Protagonist', 'Mother Support Character', 'Musician Heroine', 'Only Virgin Heroines', 'Otaku Heroine', 'Part-time Job', 'Ponytail Heroine', 'Poor Heroine', 'Protagonist with a Face']"
836,Rui wa Tomo o Yobu Fan Disc -Asu no Mukou ni Mieru Kaze-,2010-09-23,7.61,2.30,Medium,"['ADV', 'Heroine with Flat Chest (Non-Loli)', 'Life and Death Drama', 'One True End', 'Protagonist with a Face', 'Trap Protagonist', 'Unlockable Routes', 'Friendship', 'Curse', 'Enforced Playing Order', 'Episodic Story', 'Coodere Heroine', 'Fear of Death', 'Reverse Trap Heroine', 'Protagonist with Voice Acting', 'Bokukko Heroine', 'Heroine with Big Breasts', 'High School Student Heroine', 'Loli Heroine', 'Other Perspectives', 'Perverted Heroine', 'Romance']"
837,Chuusotsu! 1st Graduation ~Chuusotsu no Time After Time~,2016-08-14,6.88,2.30,Medium,"['Airhead Protagonist', 'Dystopia', 'Slice of Life', 'Discrimination', 'Group of Friends', 'Female Protagonist', 'Flashback', 'Friendship', 'Otaku Protagonist', 'Poor Protagonist', 'Science Fiction', 'Timid Protagonist', 'Transhumanism', 'ADV', 'Airhead Heroine', 'Future Earth', 'Kinetic Novel', ""Narrating Others' Thoughts"", 'No Sexual Content', 'Protagonist with a Face', 'Protagonist with Voice Acting', 'Side Portraits', 'Built-in Encyclopedia', 'Episodic Story', 'Other Perspectives', 'Unlockable Side Stories']"
838,Kamaitachi no Yoru,1994-11-25,6.86,2.30,Medium,"['Mystery', 'NVL', 'Silhouettes', 'Winter', 'Early Branching Plot', 'Multiple Endings', 'Murder Mystery', 'No Sexual Content', 'Built-in Flowchart', 'Lots of Choices', 'Photographic Backgrounds', 'Confinement', 'ADV', 'Blind Choices', 'Bloody Scenes', 'Completion Status Indicator', 'Ending List', 'Heroine with Jeans', 'High Amount of Bad Endings', 'Male Protagonist', 'Music Recollection', 'Protagonist in Relationship', 'Protagonist with Voice Acting', 'Resort', 'University Student Heroine', 'University Student Protagonist']"
839,Magical Teacher Sensei wa Majo?,2006-01-13,5.52,2.30,Medium,"['Adult Heroine', 'ADV', 'Mage Protagonist', 'Magic/ESP Combat', 'Magic', 'Teacher Heroine', 'Fighting Heroine', 'Mahou Shoujo Heroine', 'Married Heroine', 'P.E. Teacher Heroine', 'Principal Heroine', ""Protagonist's Aunt as a Heroine"", 'Ponytail Heroine', 'Foreigner Heroine', 'Mage Heroine', 'Shotacon Heroine']"
840,Hataraku Otona no Ren'ai Jijou,2016-01-29,6.94,2.30,Medium,"['Built-in Encyclopedia', 'Character Profiles', 'Episodic Story', 'Male Protagonist', 'Multiple Endings', 'Adult Heroine', 'Adult Protagonist', 'Bar', 'Sprite Viewer', 'Student Heroine', 'ADV', 'Bad Ending(s)', 'Barmaid Heroine', 'Choices with 4 or More Options', 'Co-worker Heroine', 'Game Over', 'Musician Heroine', 'Music Recollection', 'Office Lady Heroine', 'Ojousama Heroine', 'Only Virgin Heroines', 'Police Officer Heroine', 'Pregnancy', ""Protagonist's Senpai as a Heroine"", 'Save Memo Function', 'Romance', 'Ejaculation Forewarner']"
841,LEAVEs.,2005-09-09,6.09,2.29,Short,"['Existential Crisis', 'NVL', 'Male Protagonist', 'Kinetic Novel', 'Protagonist in Relationship', 'Relationship Problems', ""Protagonist's Childhood Friend as a Heroine"", 'Heroine with Sexual Experience', 'High School Student Heroine', 'Poor Heroine', 'Poor Protagonist', 'Smoker Heroine', 'Smoker Protagonist', 'Summer', 'Heroine with Glasses', 'Linear Plot', 'Protagonist with Sexual Experience', 'Student Heroine', 'Photographic Backgrounds']"
842,The Knife of the Traitor,2012-04-01,6.74,2.29,Very short,"['Amnesiac Protagonist', 'Confinement', 'Protagonist with a Face', 'Female Protagonist', 'Multiple Endings', 'Mystery', 'ADV', 'Fictional World', 'Bad Ending(s)', 'Colored Name-tags', 'Curse', 'Dark Skinned Hero', 'Deities', 'Detective Work', 'Dogboy Hero', 'Fighting Protagonist', 'God Hero', 'Hero with Glasses', 'Late Branching Plot', 'Mage Hero', 'Music Recollection', 'NaNoRenO', 'Non-human Protagonist', 'No Sexual Content', 'Otome Game', ""Super Deformed CG's"", 'Unlockable Bonus Content', 'Varied Title Screens', 'Protagonist with a Sprite', 'Colored Texts']"
843,BUSTAFELLOWS,2019-12-19,7.73,2.29,Long,"['Crime', 'Life and Death Drama', 'No Sexual Content', 'Proactive Protagonist', 'Otome Game', 'Time Travel', 'Adult Protagonist', 'Correct Choice Indicator', 'Female Protagonist', 'Journalist Protagonist', 'Only Adult Heroes', 'Protagonist with a Face', 'Protagonist with Voice Acting', 'Under the Same Roof', 'Lip Sync', 'ADV', 'Assassin Hero', 'Branching Plot', 'ESP', 'Hacker Hero', 'Hikikomori Hero', 'Lawyer Hero', 'Medical Doctor Hero', 'Timed Choices', 'Voiced Default Name', 'Episodic Story', 'Other Perspectives', 'Protagonist with a Sprite']"
844,Midori no Umi,2011-10-28,6.87,2.28,Medium,"['Ending List', 'Multiple Route Mystery', 'Music Recollection', 'Read Text Marking', 'Restart from Chapter Index', 'Spelling Errors', 'Sprite Viewer', 'Unlockable Choices', 'ADV', 'Branching Plot', 'Drama', 'Male Protagonist', 'Shy Heroine', 'Amnesia', 'Modern Day', 'Multiple Endings', 'Only Virgin Heroines', 'Relationship Problems', 'Unlockable Event', 'Unlockable Hero(ine)', 'Alternate Starting Point', 'Shimaidon Ending', 'Under the Same Roof', 'Confinement', 'Loli Heroine', 'Romance', 'Twin Sisters as Heroines', 'Airhead Heroine', 'Bookworm Heroine', 'Central Heroine']"
845,Motto! Haramase! Honoo no Oppai Isekai Chou Ero ♥ Succubus Gakuen!,2021-04-30,7.88,2.28,Medium,"['Big Ass Heroine', 'Heroine with Huge Breasts', 'Heroine with Tights', 'Magic', 'Male Protagonist', 'Mind Control', 'More Than Seven Heroines', 'Nude Filter', 'Protagonist from a Different World', 'Succubus Heroine', 'ADV', 'Dark Skinned Heroine', 'Demon Heroine', 'Fantasy', 'Heroine from a Different World', 'High School Student Heroine', 'High School Student Protagonist', 'Unlockable Harem Ending', 'Backlog Jump', 'Ejaculation Forewarner', 'Harem Ending', 'Harem Ending with Theme', 'Naked Sprites', 'Nameable Protagonist', 'Oyakodon Ending']"
846,Muv-Luv Unlimited: The Day After,2010-07-30,8.00,2.28,Long,"['Kinetic Novel', 'Mecha', 'Mecha Pilot Heroine', 'Military', 'Post Apocalyptic Earth', 'Protagonist with a Face', 'Soldier Heroine', 'Soldier Protagonist', 'Mecha Pilot Protagonist', 'ADV', 'High Amount of Special Effects', 'Hard Science Fiction', 'Life and Death Drama', 'Male Protagonist', 'Colored Name-tags', 'Colored Texts', 'Extraterrestrial', 'Multiple Protagonists', 'Politics', 'Dark Skinned Heroine']"
847,Amakano ~Second Season~,2015-12-25,7.55,2.28,Medium,"['Male Protagonist', 'Pure Love Story', 'Romance', 'Slice of Life', 'Voiced Default Name', 'Winter', 'High School', 'Student Heroine', 'Kissing Scene', 'Transfer Student Protagonist', 'ADV', 'Classic Tsundere Heroine', 'Crippled Heroine', 'Heroine with Big Breasts', 'Heroine with Inverted Nipples', 'Highly Animated Sprites', 'High School Student Heroine', 'Imouto-type Heroine', 'Lip Sync', 'Nameable Protagonist', 'Other Perspectives', 'Protagonist with a Face']"
848,Aonatsu Line,2019-03-29,7.24,2.27,Medium,"['Male Friend', 'Romance', 'Summer', 'Friendship', 'ADV', 'Basketball', 'Coming-of-Age Drama', 'Deredere Heroine', 'Drama', 'Flashback', 'Group of Friends', 'High School', 'High School Student Heroine', 'Music Recollection', 'Normal Scene Recollection', 'Only Virgin Heroines', 'Other Perspectives', 'Male Protagonist', ""Protagonist's Childhood Friend as a Heroine"", 'Bleep Censor', 'Forced Auto-Read Sections', 'Panic Button', 'Protagonist with a Face']"
849,1000 W0RDS,2009-06-22,6.76,2.27,Very short,"['Kinetic Novel', 'No Protagonist', 'Only Event CGs', 'No Background Music', 'No Sexual Content', 'Nakige', 'Family', 'Single Ending', 'Linear Plot', 'Child Support Character', 'Floating Textbox', 'No Character Sprites', 'No Hero(in)es', 'No Saves', 'Passage of Time', 'Third-person Narrative', 'Artist Protagonist', 'Drama', 'No Auto Function', 'No Gallery', 'No Opening Movie', 'No Romance Plot', 'Child Protagonist', 'Female Protagonist', 'Unnamed Protagonist', 'Traveler Protagonist']"
850,Tokimeki Memorial Girl's Side: 3rd Story,2010-06-24,7.82,2.27,Very long,"['Dating Simulation', 'High School Student Protagonist', 'Lip Sync', 'No Sexual Content', 'Otome Game', 'Changeable Clothes', 'Multiple Endings', 'Student Protagonist', 'Female Protagonist', 'Love Triangle', 'Nameable Protagonist', ""Protagonist's Childhood Friend as a Hero"", 'Romance', 'High School', 'ADV', 'Childhood Promise', 'Delinquent Hero', 'Female Friend', 'Friendship Ending', 'Group of Friends', 'Hero with Eye Covering Hairstyle', 'Hero with Glasses', 'Highly Animated Sprites', 'Interactive Touching Game', 'Martial Artist Hero', ""Protagonist's Kouhai as a Hero"", 'Protagonist with Voiced Changeable Names', 'Unlockable Hero(ine)', 'Unlockable Side Stories', 'Customization']"
